Plant_ID,Sp_Code,Scientific_Name,Native_Status,Growth_Habit,Rating,Source,Plot,Block,Shelter,Plot_number,Population,Treatment,var_mo,rate
J5.EROCIC.1,EROCIC,Erodium cicutarium,Non-native,Forb,Non-native,CalFlora,J5,5,J,5,SEDG,Drought,rgr_v_FM,0.1830785437639164
J5.EROCIC.1,EROCIC,Erodium cicutarium,Non-native,Forb,Non-native,CalFlora,J5,5,J,5,SEDG,Drought,rgr_v_MA,0.07949892828627958
J5.EROCIC.1,EROCIC,Erodium cicutarium,Non-native,Forb,Non-native,CalFlora,J5,5,J,5,SEDG,Drought,rgr_v_AM,0.02442639789568496
J5.EROCIC.1,EROCIC,Erodium cicutarium,Non-native,Forb,Non-native,CalFlora,J5,5,J,5,SEDG,Drought,rgr_v_MJ,NA
G3.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,G3,2,G,3,SEDG,Control,rgr_v_FM,0.14267253642561734
G3.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,G3,2,G,3,SEDG,Control,rgr_v_MA,0.0410421469788583
G3.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,G3,2,G,3,SEDG,Control,rgr_v_AM,0.07763493625461282
G3.ESCCAL.1,ESCCAL,Eschscholzia californica,Native,Forb,Native,CalFlora,G3,2,G,3,SEDG,Control,rgr_v_MJ,0.00449406944606916
E2.BROMAD.1,BROMAD,Bromus madritensis,Non-native,Grass,High,Cal IPC,E2,5,E,2,WWP,Control,rgr_v_FM,NA
E2.BROMAD.1,BROMAD,Bromus madritensis,Non-native,Grass,High,Cal IPC,E2,5,E,2,WWP,Control,rgr_v_MA,0.10050047955147492
E2.BROMAD.1,BROMAD,Bromus madritensis,Non-native,Grass,High,Cal IPC,E2,5,E,2,WWP,Control,rgr_v_AM,NA
E2.BROMAD.1,BROMAD,Bromus madritensis,Non-native,Grass,High,Cal IPC,E2,5,E,2,WWP,Control,rgr_v_MJ,NA
F3.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,F3,1,F,3,BORR,Control,rgr_v_FM,0.07348047678635866
F3.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,F3,1,F,3,BORR,Control,rgr_v_MA,0.00424345147438715
F3.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,F3,1,F,3,BORR,Control,rgr_v_AM,NA
F3.LUPBIC.1,LUPBIC,Lupinus bicolor,Native,Forb,Native,CalFlora,F3,1,F,3,BORR,Control,rgr_v_MJ,NA
J6.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,J6,5,J,6,MCL,Drought,rgr_v_FM,NA
J6.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,J6,5,J,6,MCL,Drought,rgr_v_MA,0.10131574846835648
J6.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,J6,5,J,6,MCL,Drought,rgr_v_AM,0.02583210373400365
J6.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,J6,5,J,6,MCL,Drought,rgr_v_MJ,NA
F5.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,F5,1,F,5,MCL,Control,rgr_v_FM,NA
F5.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,F5,1,F,5,MCL,Control,rgr_v_MA,0.05311879451541893
F5.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,F5,1,F,5,MCL,Control,rgr_v_AM,NA
F5.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,F5,1,F,5,MCL,Control,rgr_v_MJ,NA
C3.DANCAL.1,DANCAL,Danthonia californica,Native,Grass,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_FM,NA
C3.DANCAL.1,DANCAL,Danthonia californica,Native,Grass,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_MA,NA
C3.DANCAL.1,DANCAL,Danthonia californica,Native,Grass,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_AM,NA
C3.DANCAL.1,DANCAL,Danthonia californica,Native,Grass,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_MJ,-0.05079373137071512
J3.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,J3,5,J,3,MCL,Drought,rgr_v_FM,NA
J3.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,J3,5,J,3,MCL,Drought,rgr_v_MA,NA
J3.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,J3,5,J,3,MCL,Drought,rgr_v_AM,0.09084441492355282
J3.EROBOT.1,EROBOT,Erodium botrys,Non-native,Forb,Non-native,CalFlora,J3,5,J,3,MCL,Drought,rgr_v_MJ,NA
D3.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,D3,4,D,3,WWP,Control,rgr_v_FM,NA
D3.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,D3,4,D,3,WWP,Control,rgr_v_MA,NA
D3.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,D3,4,D,3,WWP,Control,rgr_v_AM,NA
D3.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,D3,4,D,3,WWP,Control,rgr_v_MJ,NA
D5.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D5,4,D,5,WWP,Control,rgr_v_FM,NA
D5.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D5,4,D,5,WWP,Control,rgr_v_MA,0.04958687627505718
D5.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D5,4,D,5,WWP,Control,rgr_v_AM,-0.00703312384512624
D5.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,D5,4,D,5,WWP,Control,rgr_v_MJ,NA
C3.ACMPAR.1,ACMPAR,Acmispon parviflorus,Native,Forb,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_FM,NA
C3.ACMPAR.1,ACMPAR,Acmispon parviflorus,Native,Forb,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_MA,NA
C3.ACMPAR.1,ACMPAR,Acmispon parviflorus,Native,Forb,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_AM,0.04902663721756171
C3.ACMPAR.1,ACMPAR,Acmispon parviflorus,Native,Forb,Native,CalFlora,C3,3,C,3,ANGELO,Drought,rgr_v_MJ,NA
G1.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_FM,NA
G1.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_MA,0.10745368177615292
G1.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_AM,0.09422890398459396
G1.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_MJ,NA
H7.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,H7,3,H,7,MCL,Control,rgr_v_FM,NA
H7.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,H7,3,H,7,MCL,Control,rgr_v_MA,0.12743849516531888
H7.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,H7,3,H,7,MCL,Control,rgr_v_AM,0.10965281501550636
H7.AVEBAR.1,AVEBAR,Avena barbata,Non-native,Grass,Moderate,Cal IPC,H7,3,H,7,MCL,Control,rgr_v_MJ,NA
I7.BROHOR.1,BROHOR,Bromus hordeaceaus,Non-native,Grass,Limited,Cal IPC,I7,4,I,7,MCL,Drought,rgr_v_FM,NA
I7.BROHOR.1,BROHOR,Bromus hordeaceaus,Non-native,Grass,Limited,Cal IPC,I7,4,I,7,MCL,Drought,rgr_v_MA,0.08693363329432766
I7.BROHOR.1,BROHOR,Bromus hordeaceaus,Non-native,Grass,Limited,Cal IPC,I7,4,I,7,MCL,Drought,rgr_v_AM,NA
I7.BROHOR.1,BROHOR,Bromus hordeaceaus,Non-native,Grass,Limited,Cal IPC,I7,4,I,7,MCL,Drought,rgr_v_MJ,NA
G1.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_FM,NA
G1.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_MA,0.09393034308087868
G1.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_AM,NA
G1.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,G1,2,G,1,BORR,Control,rgr_v_MJ,NA
F2.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,F2,1,F,2,WWP,Control,rgr_v_FM,NA
F2.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,F2,1,F,2,WWP,Control,rgr_v_MA,0.10996909194946657
F2.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,F2,1,F,2,WWP,Control,rgr_v_AM,NA
F2.LUPMIC.1,LUPMIC,Lupinus microcarpus,Native,Forb,Native,CalFlora,F2,1,F,2,WWP,Control,rgr_v_MJ,NA
E2.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E2,5,E,2,WWP,Control,rgr_v_FM,NA
E2.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E2,5,E,2,WWP,Control,rgr_v_MA,0.07779002567113066
E2.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E2,5,E,2,WWP,Control,rgr_v_AM,-0.00447125045130519
E2.BROARE.1,BROARE,Bromus arenarius,Non-native,Grass,Non-native,CalFlora,E2,5,E,2,WWP,Control,rgr_v_MJ,NA
I1.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,I1,4,I,1,BORR,Drought,rgr_v_FM,0.09335176277372972
I1.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,I1,4,I,1,BORR,Drought,rgr_v_MA,0.10858705432248889
I1.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,I1,4,I,1,BORR,Drought,rgr_v_AM,NA
I1.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,I1,4,I,1,BORR,Drought,rgr_v_MJ,NA
B7.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_FM,NA
B7.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_MA,0.1014690155719275
B7.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_AM,NA
B7.BRODIA.1,BRODIA,Bromus diandrus,Non-native,Grass,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_MJ,NA
B7.TORARV.1,TORARV,Torilis arvensis,Non-native,Forb,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_FM,0.05940574474969322
B7.TORARV.1,TORARV,Torilis arvensis,Non-native,Forb,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_MA,0.0561630148495423
B7.TORARV.1,TORARV,Torilis arvensis,Non-native,Forb,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_AM,0.0674842666845622
B7.TORARV.1,TORARV,Torilis arvensis,Non-native,Forb,Moderate,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_MJ,NA
B7.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_FM,0.11398789925070912
B7.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_MA,0.05907494201940844
B7.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_AM,NA
B7.GERDIS.1,GERDIS,Geranium dissectum,Non-native,Forb,Limited,Cal IPC,B7,2,B,7,BORR,Drought,rgr_v_MJ,NA
A1.MADGRA.1,MADGRA,Madia gracilis,Native,Forb,Native,CalFlora,A1,1,A,1,ANGELO,Drought,rgr_v_FM,0.13030636488581268
A1.MADGRA.1,MADGRA,Madia gracilis,Native,Forb,Native,CalFlora,A1,1,A,1,ANGELO,Drought,rgr_v_MA,0.07046426025378373
A1.MADGRA.1,MADGRA,Madia gracilis,Native,Forb,Native,CalFlora,A1,1,A,1,ANGELO,Drought,rgr_v_AM,0.08199451140234935
A1.MADGRA.1,MADGRA,Madia gracilis,Native,Forb,Native,CalFlora,A1,1,A,1,ANGELO,Drought,rgr_v_MJ,NA
A3.CLAPUR.1,CLAPUR,Clarkia purpurea,Native,Forb,Native,CalFlora,A3,1,A,3,BORR,Drought,rgr_v_FM,0.09118394436952078
A3.CLAPUR.1,CLAPUR,Clarkia purpurea,Native,Forb,Native,CalFlora,A3,1,A,3,BORR,Drought,rgr_v_MA,0.05820004610573306
A3.CLAPUR.1,CLAPUR,Clarkia purpurea,Native,Forb,Native,CalFlora,A3,1,A,3,BORR,Drought,rgr_v_AM,-0.04820452698144504
A3.CLAPUR.1,CLAPUR,Clarkia purpurea,Native,Forb,Native,CalFlora,A3,1,A,3,BORR,Drought,rgr_v_MJ,NA
B1.CLAPUR.1,CLAPUR,Clarkia purpurea,Native,Forb,Native,CalFlora,B1,2,B,1,BORR,Drought,rgr_v_FM,0.10004902048561204
B1.CLAPUR.1,CLAPUR,Clarkia purpurea,Native,Forb,Native,CalFlora,B1,2,B,1,BORR,Drought,rgr_v_MA,0.10961663597176605
