"","Plant_ID","Sp_Code","Scientific_Name","Native_Status","Growth_Habit","Growth_2","Rating","Rating_2","Source","Plot","Block","Shelter","Plot_number","Population","Treatment","Recorder","Collection_Date","Flower_1_g","Flower_2_g","Flower_3_g","Flower_4_g","Flower_5_g","Flower_6_g","Flower_7_g","Flower_8_g","Flower_9_g","Flower_10_g","Flower_Count","Veg_Mass","fl_average","total_fl_mass","Precip_mm","precip_dif","spei_avg","Veg_Mass_ln","total_fl_mass_ln","RV","rating.n"
"11","J3.BROHOR.1","BROHOR","Bromus hordeaceaus","Non-native","Grass","Grass","Limited","Invasive","Cal IPC","J3",5,"J",3,"MCL","Drought","JBL","5/17/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,1.21,0.001626,0.49593,757,247,-1.89865398406983,0.19062035960865,-0.701320491249107,-3.67914787638079,3
"12","I7.BROMAD.1","BROMAD","Bromus madritensis","Non-native","Grass","Grass","High","Invasive","Cal IPC","I7",4,"I",7,"MCL","Drought","MH","5/17/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,0.39,0.0011975,0.586775,757,247,-1.89865398406983,-0.941608539858445,-0.533113837574531,0.566173537099267,5
"13","J6.BROMAD.1","BROMAD","Bromus madritensis","Non-native","Grass","Grass","High","Invasive","Cal IPC","J6",5,"J",6,"MCL","Drought","MR","5/17/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,0.59,0.0011975,0.95321,757,247,-1.89865398406983,-0.527632742082372,-0.0479200428348208,0.0908208286045669,5
"14","B3.CALMEN.1","CALMEN","Calandrinia menziesii","Native","Forb","Forb","Native","Native","CalFlora","B3",2,"B",3,"SEDG","Drought","MR","5/17/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.07,0.005385,0.037695,380,-130,-2.38062500953674,-2.65926003693278,-3.27822781931847,1.23275940441673,1
"15","J5.CENMEL.1","CENMEL","Centaurea melitensis","Non-native","Forb","Forb","Moderate","Invasive","Cal IPC","J5",5,"J",5,"SEDG","Drought","JBL","8/22/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,59.09,0.111691571428571,130.455755428571,380,-130,-2.38062500953674,4.07906170535758,4.87103413041456,1.19415553925472,4
"16","D2.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","D2",4,"D",2,"BORR","Control","MR","8/3/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,1.21,0.000352074074074074,0.170755925925926,603,93,-1.54647719860077,0.19062035960865,-1.76752007585717,-9.27246218339922,1
"17","F1.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","F1",1,"F",1,"ANGELO","Control","NJ","6/12/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0.06,0.00031491665,0.0100773328,1780,1270,-1.53443356355031,-2.81341071676004,-4.59746665452711,1.63412566360791,1
"18","F3.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","F3",1,"F",3,"BORR","Control","AS","5/31/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0.09,0.000352074074074074,0.0109142962962963,603,93,-1.54647719860077,-2.40794560865187,-4.5176817623095,1.87615606684688,1
"19","F8.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","F8",1,"F",8,"BORR","Control","JBL","8/3/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0.21,0.000352074074074074,0.0602046666666667,603,93,-1.54647719860077,-1.56064774826467,-2.81000541029199,1.80053789422791,1
"20","H6.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","H6",3,"H",6,"ANGELO","Control","NJ","8/3/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0.09,0.00031491665,0.0163756658,1780,1270,-1.53443356355031,-2.40794560865187,-4.11195883874541,1.70766267475932,1
"21","I1.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","I1",4,"I",1,"BORR","Drought","AS","6/12/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,0.14,0.000329648816666667,0.0293387446833333,603,93,-1.54647719860077,-1.96611285637283,-3.52884629234508,1.79483404571965,1
"22","C5.EROBOT.1","EROBOT","Erodium botrys","Non-native","Forb","Forb","Non-native","Non-native","CalFlora","C5",3,"C",5,"BORR","Drought","JBL","5/10/23?+8/23/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,16.51,0.00648,2.08656,603,93,-1.54647719860077,2.80396625793204,0.735516776926455,0.26231299140843,2
"23","E7.EROBOT.1","EROBOT","Erodium botrys","Non-native","Forb","Forb","Non-native","Non-native","CalFlora","E7",5,"E",7,"MCL","Control","AT","7/19/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.12,0.00588,0.03528,757,247,-1.89865398406983,-2.12026353620009,-3.34443904784355,1.57736950654606,2
"24","E8.EROBOT.1","EROBOT","Erodium botrys","Non-native","Forb","Forb","Non-native","Non-native","CalFlora","E8",5,"E",8,"BORR","Control","JBL","7/19/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,11.41,0.00592666666666667,1.20311333333333,603,93,-1.54647719860077,2.43449016387398,0.184912641477299,0.0759553865615334,2
"25","J8.EROCIC.1","EROCIC","Erodium cicutarium","Non-native","Forb","Forb","Non-native","Non-native","CalFlora","J8",5,"J",8,"SEDG","Drought","AC","5/31/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.0494,0.0021,0.0147,380,-130,-2.38062500953674,-3.00780485478826,-4.21990778519745,1.40298589467318,2
"26","A3.GERDIS.1","GERDIS","Geranium dissectum","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","A3",1,"A",3,"BORR","Drought","HR","5/18/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.08,0.00256171428571429,0.0102468571428571,603,93,-1.54647719860077,-2.52572864430826,-4.58078424062437,1.81364860827278,3
"27","G1.GERDIS.1","GERDIS","Geranium dissectum","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","G1",2,"G",1,"BORR","Control","HR","5/17/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0.53,0.00301261904761905,0.0783280952380952,603,93,-1.54647719860077,-0.63487827243597,-2.54684892504285,4.01155471153679,3
"28","I4.GERDIS.1","GERDIS","Geranium dissectum","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","I4",4,"I",4,"BORR","Drought","HR","5/18/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0.82,0.00256171428571429,0.0870982857142857,603,93,-1.54647719860077,-0.198450938723838,-2.4407180771281,12.2988487372416,3
"29","A1.HYPGLA.1","HYPGLA","Hypochaeris glabra","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","A1",1,"A",1,"ANGELO","Drought","JBL","8/23/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,3.81,0.021575,2.179075,1780,1270,-1.53443356355031,1.33762918913861,0.778900474828614,0.582299250908393,3
"30","C3.HYPGLA.1","HYPGLA","Hypochaeris glabra","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","C3",3,"C",3,"ANGELO","Drought","JBL","8/23/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1.03,0.021575,0.366775,1780,1270,-1.53443356355031,0.0295588022415444,-1.00300669795643,-33.9325893437833,3
"31","D1.HYPGLA.1","HYPGLA","Hypochaeris glabra","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","D1",4,"D",1,"ANGELO","Control","JBL","6/16/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,4.83,0.0110216666666667,1.85164,1780,1270,-1.53443356355031,1.57484646766448,0.616071732879638,0.391194789796418,3
"32","E1.HYPGLA.1","HYPGLA","Hypochaeris glabra","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","E1",5,"E",1,"ANGELO","Control","JBL","8/23/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1.46,0.0110216666666667,0.683343333333333,1780,1270,-1.53443356355031,0.378436435720245,-0.38075786147853,-1.00613425542355,3
"33","D6.LUPBIC.1","LUPBIC","Lupinus bicolor","Native","Forb","Nfixer","Native","Native","CalFlora","D6",4,"D",6,"BORR","Control","NJ","6/1/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.05,0.00157,0.00471,603,93,-1.54647719860077,-2.99573227355399,-5.35806737095381,1.78856682830247,1
"34","F5.LUPBIC.1","LUPBIC","Lupinus bicolor","Native","Forb","Nfixer","Native","Native","CalFlora","F5",1,"F",5,"MCL","Control","HR","5/11/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.01,0.00156666666666667,0.00156666666666667,757,247,-1.89865398406983,-4.60517018598809,-6.45880505893423,1.40251169839197,1
"35","F8.LUPBIC.1","LUPBIC","Lupinus bicolor","Native","Forb","Nfixer","Native","Native","CalFlora","F8",1,"F",8,"BORR","Control","NJ","5/19/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.04,0.00157,0.00157,603,93,-1.54647719860077,-3.2188758248682,-6.45667965962192,2.00588031689178,1
"36","H4.LUPBIC.1","LUPBIC","Lupinus bicolor","Native","Forb","Nfixer","Native","Native","CalFlora","H4",3,"H",4,"MCL","Control","DC","5/19/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.1,0.00156666666666667,0.0047,757,247,-1.89865398406983,-2.30258509299405,-5.36019277026612,2.32790214206428,1
"37","I1.LUPBIC.1","LUPBIC","Lupinus bicolor","Native","Forb","Nfixer","Native","Native","CalFlora","I1",4,"I",1,"BORR","Drought","NJ","5/19/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.24,0.00180555555555556,0.00902777777777778,603,93,-1.54647719860077,-1.42711635564015,-4.70744903510851,3.29857409068579,1
"38","C3.MADGRA.1","MADGRA","Madia gracilis","Native","Forb","Forb","Native","Native","CalFlora","C3",3,"C",3,"ANGELO","Drought","HK","9/1/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,55,0.0360152777777778,28.0198861111111,1780,1270,-1.53443356355031,4.00733318523247,3.33291447634354,0.831703859470869,1
"39","E1.MADGRA.1","MADGRA","Madia gracilis","Native","Forb","Forb","Native","Native","CalFlora","E1",5,"E",1,"ANGELO","Control","HR","9/1/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,10.61,0.0203470833333333,3.07240958333333,1780,1270,-1.53443356355031,2.36179695262589,1.12246213430604,0.475257677446853,1
"40","G8.TORARV.1","TORARV","Torilis arvensis","Non-native","Forb","Forb","Moderate","Invasive","Cal IPC","G8",2,"G",8,"BORR","Control","MF","6/21/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0.21,0.000373259268518519,0.0115710373240741,603,93,-1.54647719860077,-1.56064774826467,-4.4592500854364,2.85730722412843,4
"41","F3.TRIHIR.1","TRIHIR","Trifolium hirtum","Non-native","Forb","Nfixer","Limited","Invasive","Cal IPC","F3",1,"F",3,"BORR","Control","AS","6/21/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.05,0.00411875,0.03295,603,93,-1.54647719860077,-2.99573227355399,-3.41276401803362,1.13920861625758,3
"42","C4.VICSAT.1","VICSAT","Vicia sativa","Non-native","Forb","Nfixer","Non-native","Non-native","CalFlora","C4",3,"C",4,"BORR","Drought","OH","5/21/23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,24.8,0.0088175462962963,0.952295,603,93,-1.54647719860077,3.21084365317094,-0.0488804182422084,-0.0152235435674158,2
"43","C3.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","C3",3,"C",3,"ANGELO","Drought","AT","5/17/23",5e-05,2.5e-05,6.67e-05,0.000166667,6.67e-05,0.00025,0.00015,NA,0.000333333,0.000185714,89,0.0156,0.000143790444444444,0.0127973495555556,1780,1270,-1.53443356355031,-4.16048436472665,-4.35851719546991,1.04759850377572,2
"44","F1.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","F1",1,"F",1,"ANGELO","Control","LS","5/17/23",NA,3.33e-05,1e-04,0.00015,8e-04,0.00015,1e-04,5e-05,5e-04,5e-04,267,0.132,0.000264811111111111,0.0707045666666667,1780,1270,-1.53443356355031,-2.02495335639577,-2.64924511599209,1.30829932829046,2
"45","D2.AVEBAR.1","AVEBAR","Avena barbata","Non-native","Grass","Grass","Moderate","Invasive","Cal IPC","D2",4,"D",2,"BORR","Control","LS","8/22/23",NA,0.031,0.0231,0.0112,0.0223,0.0215,0.0174,0.0131,0.0214,0.0164,278,11.09,0.0197111111111111,5.47968888888889,603,93,-1.54647719860077,2.40604380136228,1.70104832724776,0.706989758991355,4
"46","D4.AVEBAR.1","AVEBAR","Avena barbata","Non-native","Grass","Grass","Moderate","Invasive","Cal IPC","D4",4,"D",4,"MCL","Control","MR","8/2/23",0.046,NA,0.0324,0.0449,0.0421,NA,0.034,0.0306,0.0339,NA,518,25.55,0.0377,19.5286,757,247,-1.89865398406983,3.24063731664971,2.97188005773131,0.917066541961489,4
"47","A7.BRODIA.1","BRODIA","Bromus diandrus","Non-native","Grass","Grass","Moderate","Invasive","Cal IPC","A7",1,"A",7,"SEDG","Drought","AS","8/2/23",0.0155,0.0166,0.0372,0.0362,NA,0.0312,0.0193,0.0192,0.023,0.0308,1241,6.56,0.0254444444444444,31.5765555555556,380,-130,-2.38062500953674,1.880990602956,3.45241493244049,1.83542380648525,4
"48","C1.BRODIA.1","BRODIA","Bromus diandrus","Non-native","Grass","Grass","Moderate","Invasive","Cal IPC","C1",3,"C",1,"MCL","Drought","JB","8/2/23",0.003616667,0.0033,0.0061,0.005575,NA,0.003816667,0.0046,0.00495,0.00575,0.0038,1676,11.97,0.00461203711111111,7.72977419822222,757,247,-1.89865398406983,2.48240351956988,2.04507965107594,0.823830467107251,4
"49","D6.BROHOR.1","BROHOR","Bromus hordeaceaus","Non-native","Grass","Grass","Limited","Invasive","Cal IPC","D6",4,"D",6,"BORR","Control","OH/AS","5/17/23",NA,0.0013,0.0016,8e-04,0.001,0.0014,0.0011,9e-04,7e-04,9e-04,1145,3.01,0.00107777777777778,1.23405555555556,603,93,-1.54647719860077,1.10194007876078,0.210305945179321,0.190850618135086,3
"50","E7.BROHOR.1","BROHOR","Bromus hordeaceaus","Non-native","Grass","Grass","Limited","Invasive","Cal IPC","E7",5,"E",7,"MCL","Control","AS/NJ","5/17/23",8e-04,0.0012,9e-04,NA,3e-04,6e-04,9e-04,1e-04,5e-04,1e-04,1117,2.75,6e-04,0.6702,757,247,-1.89865398406983,1.01160091167848,-0.400179103678927,-0.395589900185971,3
"51","G7.BROHOR.1","BROHOR","Bromus hordeaceaus","Non-native","Grass","Grass","Limited","Invasive","Cal IPC","G7",2,"G",7,"ANGELO","Control","NJ","5/17/23",0.001,0.001,0.0012,8e-04,9e-04,NA,0.0013,0.0012,0.0011,0.001,538,1.43,0.00105555555555556,0.567888888888889,1780,1270,-1.53443356355031,0.357674444271816,-0.565829497550077,-1.58196792253928,3
"52","F2.BROMAD.1","BROMAD","Bromus madritensis","Non-native","Grass","Grass","High","Invasive","Cal IPC","F2",1,"F",2,"WWP","Control","MH","5/17/23",0.0012,0.0014,0.0013,0.0012,0.0012,0.001,0.0012,0.0013,0.0011,NA,278,0.24,0.00121111111111111,0.336688888888889,320,-190,-2.28218921025594,-1.42711635564015,-1.08859595339262,0.762794112120116,5
"53","G1.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","G1",2,"G",1,"BORR","Control","NJ","6/12/23",4e-04,4e-04,3e-04,3e-04,3e-04,3e-04,NA,3e-04,3e-04,3e-04,45,0.12,0.000322222222222222,0.0145,603,93,-1.54647719860077,-2.12026353620009,-4.23360662955561,1.99673604590825,1
"54","J2.DAUPUS.1","DAUPUS","Daucus pusillus","Native","Forb","Forb","Native","Native","CalFlora","J2",5,"J",2,"ANGELO","Drought","AS","8/23/23",0.0014,0.0023,NA,0.0021,0.0025,0.0019,7e-04,6e-04,0.0014,7e-04,255,0.58,0.00151111111111111,0.385333333333333,1780,1270,-1.53443356355031,-0.544727175441672,-0.953646518417924,1.75068651136176,1
"55","B8.EROCIC.1","EROCIC","Erodium cicutarium","Non-native","Forb","Forb","Non-native","Non-native","CalFlora","B8",2,"B",8,"WWP","Drought","MF","7/19/23",0.0017,0.0037,0.0044,0.0041,NA,0.0031,0.0028,0.0019,0.0011,0.0027,831,5.99,0.00283333333333333,2.3545,320,-190,-2.28218921025594,1.79009141212736,0.856328390701472,0.478371319419831,2
"56","H2.GALPAR.1","GALPAR","Galium parisiense","Non-native","Forb","Forb","Non-native","Non-native","CalFlora","H2",3,"H",2,"ANGELO","Control","JBL","6/21/23",NA,1e-04,NA,7.14e-05,1e-04,0.0001375,0.000114286,2e-04,0.000114286,5e-05,408,0.1,0.000110934,0.045261072,1780,1270,-1.53443356355031,-2.30258509299405,-3.09530795368384,1.34427516407614,2
"57","I5.GALPAR.1","GALPAR","Galium parisiense","Non-native","Forb","Forb","Non-native","Non-native","CalFlora","I5",4,"I",5,"ANGELO","Drought","MR","8/23/23",0.000171429,NA,0.000122222,0.00014,0.000114286,0.00012,0.0001125,0.00015,0.000142857,0.00014,1225,0.22,0.000134810444444444,0.165142794444444,1780,1270,-1.53443356355031,-1.51412773262978,-1.80094475846687,1.18942723236364,2
"58","I8.HYPGLA.1","HYPGLA","Hypochaeris glabra","Non-native","Forb","Forb","Limited","Invasive","Cal IPC","I8",4,"I",8,"ANGELO","Drought","LS","6/21/23",NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,3,0.069,0.027,0.081,1780,1270,-1.53443356355031,-2.67364877438488,-2.5133061243097,0.940028528948396,3
"59","A8.LUPBIC.1","LUPBIC","Lupinus bicolor","Native","Forb","Nfixer","Native","Native","CalFlora","A8",1,"A",8,"MCL","Drought","HR","5/11/23",0.0021,0.0022,0.0019,0.002,0.0028,0.0024,0.0011,0.0017,NA,0.0017,28,0.5,0.00198888888888889,0.0556888888888889,757,247,-1.89865398406983,-0.693147180559945,-2.88797463329644,4.1664666816699,1
"60","D5.PHATAN.1","PHATAN","Phacelia tanacetifolia","Native","Forb","Forb","Native","Native","CalFlora","D5",4,"D",5,"WWP","Control","HK","5/11/23",NA,NA,NA,0.0035,0.0048,0.0026,0.003,0.0052,0.0051,0.0034,24,0.13,0.00394285714285714,0.0946285714285714,320,-190,-2.28218921025594,-2.04022082852655,-2.3577958249664,1.15565716808665,1
"61","J1.TORARV.1","TORARV","Torilis arvensis","Non-native","Forb","Forb","Moderate","Invasive","Cal IPC","J1",5,"J",1,"BORR","Drought","AT","6/21/23",NA,0.0051,0.0035,0.0037,NA,0.0034,0.0048,0.0032,0.006,0.0058,19,0.56,0.0044375,0.0843125,603,93,-1.54647719860077,-0.579818495252942,-2.47322514501416,4.26551613179437,4
"62","H4.TRIHIR.1","TRIHIR","Trifolium hirtum","Non-native","Forb","Nfixer","Limited","Invasive","Cal IPC","H4",3,"H",4,"MCL","Control","WL","6/21/23",0.0038,0.0049,0.0051,0.0048,0.003,0.0052,0.003,0.0031,0.0027,NA,1833,5.15,0.00395555555555556,7.25053333333333,757,247,-1.89865398406983,1.63899671467564,1.98107502937933,1.20871201976228,3
"63","A1.ACMPAR.1","ACMPAR","Acmispon parviflorus","Native","Forb","Nfixer","Native","Native","CalFlora","A1",1,"A",1,"ANGELO","Drought","LS","6/6/23",4e-04,7e-04,8e-04,3e-04,9e-04,4e-04,7e-04,1e-04,0.001,0.001,273,1.3498,0.00063,0.17199,1780,1270,-1.53443356355031,0.299956433327169,-1.76031894339374,-5.86858205996108,1
"64","G6.ACMPAR.1","ACMPAR","Acmispon parviflorus","Native","Forb","Nfixer","Native","Native","CalFlora","G6",2,"G",6,"ANGELO","Control","LS","6/6/23",0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.0079,0.0011,0.0044,1780,1270,-1.53443356355031,-4.84089251950916,-5.42615073805792,1.12089882520426,1
"65","A1.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","A1",1,"A",1,"ANGELO","Drought","LS","5/17/23",7.5e-05,2.5e-05,5e-05,2.5e-05,2e-04,0.00025,5e-05,6.67e-05,2.5e-05,2e-05,74,0.0235,7.867e-05,0.00582158,1780,1270,-1.53443356355031,-3.75075485783202,-5.14618357641895,1.37203943512147,2
"66","B4.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","B4",2,"B",4,"ANGELO","Drought","LS","5/17/23",2e-04,5e-05,3e-04,5e-05,2.5e-05,2e-04,6e-04,2e-05,0.000225,2e-05,35,0.055,0.000169,0.005915,1780,1270,-1.53443356355031,-2.90042209374967,-5.13026378155179,1.76879902846119,2
"67","C8.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","C8",3,"C",8,"ANGELO","Drought","LS","5/17/23",5e-05,6.67e-05,3.33e-05,3.33e-05,1e-04,0.00015,3.33e-05,2e-04,3.33e-05,5e-05,327,0.1021,7.499e-05,0.02452173,1780,1270,-1.53443356355031,-2.28180255381152,-3.70819561575372,1.62511677864483,2
"68","D1.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","D1",4,"D",1,"ANGELO","Control","LS","5/17/23",2.86e-05,2e-05,4e-04,0.000166667,2e-04,5e-05,3.33e-05,1e-04,2e-04,5e-05,419,0.1524,0.0001248567,0.0523149573,1780,1270,-1.53443356355031,-1.88124663572959,-2.95047295835896,1.56836052345401,2
"69","E1.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","E1",5,"E",1,"ANGELO","Control","MR","5/17/23",3.75e-05,6e-05,2e-05,3.08e-05,1.43e-05,4e-05,2e-05,0.00016,4e-05,5.71e-05,211,0.0868,4.797e-05,0.01012167,1780,1270,-1.53443356355031,-2.44414865731583,-4.59307660897423,1.87921327748467,2
"70","E3.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","E3",5,"E",3,"ANGELO","Control","AC","5/17/23",3.64e-05,6e-05,0.00015,3.33e-05,2.5e-05,1e-04,2.5e-05,1.43e-05,7.5e-05,8.33e-05,487,0.09,6.023e-05,0.02933201,1780,1270,-1.53443356355031,-2.40794560865187,-3.52907586782605,1.4655961725821,2
"71","G7.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","G7",2,"G",7,"ANGELO","Control","LS","5/17/23",2e-05,0.000125,6.67e-05,2.5e-05,1.67e-05,6.67e-05,0.000166667,8.57e-05,5e-04,3.33e-05,266,0.1112,0.0001105767,0.0294134022,1780,1270,-1.53443356355031,-2.19642489716566,-3.52630485136595,1.60547481314586,2
"72","H6.AIRCAR.1","AIRCAR","Aira caryophyllea","Non-native","Grass","Grass","Non-native","Non-native","CalFlora","H6",3,"H",6,"ANGELO","Control","MR","5/17/23",1e-04,2e-04,5e-05,2e-05,1.67e-05,1.67e-05,1e-04,4e-05,1.25e-05,5e-05,321,0.1505,6.059e-05,0.01944939,1780,1270,-1.53443356355031,-1.89379219479321,-3.93993957187736,2.08044978889967,2
